,,Evaluation,,Measurements,,,,Time Drills,,,,,,Jumps,,,,,
Adam Shaheen,MIA,2017,Combine,6-6,257,33.50,9.63,4.79,28.9,4.38,47.2,7.09,59.4,32.5,32.2,121.0,77.0,24.0,79.5
Jean Sifrin,FA,2015,Combine,6-5,245,33.38,11.00,4.84,21.3,4.60,3.1,7.50,5.9,33.0,36.9,114.0,35.9,,-
Dion Sims,FA,2013,Combine,6-4,268,33.13,10.50,4.75,38.7,4.52,16.1,7.36,18.2,35.0,64.0,112.0,19.1,22.0,62.1
Jonnu Smith,TEN,2017,Combine,6-3,248,32.88,9.25,4.62,72.9,4.18,88.1,,-,38.0,93.0,127.0,93.8,22.0,62.1
Irv Smith,MIN,2019,Combine,6-2,242,31.50,9.50,4.63,71.6,4.33,60.1,7.32,20.9,32.5,32.2,110.0,10.0,19.0,40.5
Lee Smith,BUF,,Combine,6-6,265,34.38,9.75,5.01,1.8,4.28,74.6,7.13,50.3,29.0,6.1,108.0,5.3,25.0,86.2
Kaden Smith,NYG,2019,Combine,6-5,252,32.25,9.63,4.92,8.9,4.47,28.0,7.08,62.6,32.0,27.1,108.0,5.3,15.0,8.2
Jeremy Sprinkle,WAS,2017,Combine,6-5,255,34.50,10.75,4.69,56.4,,-,,-,29.0,6.1,116.0,45.9,,-
Neal Sterling,FA,,Pro Day,6-4,257,,,4.62,72.9,4.25,79.3,7.07,66.8,35.0,64.0,116.0,45.9,16.0,12.3
Jace Sternberger,GB,2019,Combine,6-4,251,32.13,9.75,4.75,38.7,4.31,66.8,7.19,38.0,31.5,23.8,113.0,26.8,17.0,19.0
Luke Stocker,ATL,,Combine,6-5,253,33.00,9.75,4.79,28.9,4.40,43.5,7.03,74.3,33.0,36.9,115.0,40.2,27.0,92.8
Jake Stoneburner,FA,2013,Combine,6-3,261,32.50,9.38,4.65,68.0,4.27,75.6,7.12,51.3,34.5,57.0,116.0,45.9,18.0,30.8
Zach Sudfeld,FA,2013,Pro Day,6-7,260,,,4.78,31.6,4.41,42.0,7.08,62.6,37.0,84.6,113.0,26.8,11.0,2.1
Stephen Sullivan,FA,2020,Combine,6-5,245,35.38,10.13,4.66,65.8,4.62,2.1,7.51,5.3,36.5,81.8,123.0,84.7,0.0,0.0
Geoff Swaim,TEN,,Pro Day,6-4,260,,,4.70,53.8,4.52,16.1,7.31,22.5,35.5,69.2,124.0,88.5,,-
Tommy Sweeney,BUF,2019,Combine,6-5,251,32.75,9.75,4.83,23.1,,-,,-,,-,,-,17.0,19.0
Tyrone Swoopes,FA,2017,Pro Day,6-4,254,,,4.69,56.4,,-,,-,,-,,-,,-
Charlie Taumoepeau,FA,2020,Combine,6-3,245,32.25,9.50,4.75,38.7,4.27,75.6,7.00,78.1,36.5,81.8,121.0,77.0,18.0,30.8
Randall Telfer,FA,2015,Combine,6-4,250,33.50,9.63,,-,,-,,-,,-,,-,20.0,48.7
Logan Thomas,WAS,2014,Combine,6-6,250,34.25,10.88,4.61,76.9,4.18,88.1,7.05,71.1,35.5,69.2,118.0,60.3,,-
Jordan Thomas,ARI,2018,Combine,6-5,277,34.13,11.00,4.74,42.7,4.75,0.5,7.50,5.9,27.0,1.4,111.0,13.9,16.0,12.3
Julius Thomas,FA,2011,Combine,6-5,262,33.00,10.25,4.64,70.2,4.31,66.8,6.96,83.4,35.5,69.2,111.0,13.9,16.0,12.3
Levine Toilolo,NYG,2013,Combine,6-8,268,34.50,10.25,4.86,19.6,4.57,7.3,7.09,59.4,31.0,18.7,113.0,26.8,17.0,19.0
Eric Tomlinson,NYG,2015,Combine,6-6,263,32.88,10.00,4.98,3.6,4.54,11.9,7.46,9.1,30.5,14.0,110.0,10.0,19.0,40.5
Adam Trautman,NO,2020,Combine,6-5,255,32.63,9.50,4.80,27.6,4.27,75.6,6.78,96.3,34.5,57.0,114.0,35.9,18.0,30.8
C.J. Uzomah,CIN,,Pro Day,6-6,260,34.13,9.38,4.62,72.9,4.57,7.3,7.22,33.7,,-,118.0,60.3,19.0,40.5
Nick Vannett,DEN,2016,Combine,6-6,261,34.25,10.00,,-,4.20,85.5,7.05,71.1,30.5,14.0,111.0,13.9,17.0,19.0
Clive Walford,FA,2015,Combine,6-4,252,34.00,10.25,4.79,28.9,4.57,7.3,7.32,20.9,35.0,64.0,120.0,71.8,20.0,48.7
Delanie Walker,FA,2006,Pro Day,6-2,248,,,4.53,88.0,4.60,3.1,7.23,32.1,36.0,76.2,127.0,93.8,,-
Darren Waller,LV,2015,Combine,6-6,255,,,4.46,97.8,4.25,79.3,7.07,66.8,37.0,84.6,125.0,91.4,12.0,2.6
Kahale Warring,HOU,2019,Combine,6-6,252,32.75,9.75,4.67,64.0,4.25,79.3,7.21,35.3,36.5,81.8,122.0,82.3,19.0,40.5
Ben Watson,FA,,Combine,6-3,255,,,4.57,82.7,4.15,91.7,7.39,15.0,35.5,69.2,123.0,84.7,34.0,99.0
Trevon Wesco,NYJ,2019,Combine,6-3,267,34.75,9.50,4.89,12.9,4.38,47.2,7.18,40.1,31.0,18.7,117.0,54.1,24.0,79.5
Mitchell Wilcox,FA,2020,Combine,6-3,247,32.25,9.13,4.88,15.6,4.43,37.3,7.37,16.6,31.0,18.7,112.0,19.1,0.0,0.0
Maxx Williams,ARI,2015,Combine,6-4,252,33.50,10.38,4.78,31.6,4.37,49.7,7.30,23.0,34.5,57.0,117.0,54.1,17.0,19.0
Brandon Williams,FA,2009,Combine,6-3,260,,,4.78,31.6,4.49,24.9,7.23,32.1,33.0,36.9,112.0,19.1,,-
Bryce Williams,FA,2016,Combine,6-5,257,33.63,9.63,4.94,6.2,4.53,12.4,7.19,38.0,29.5,7.9,111.0,13.9,19.0,40.5
D.J. Williams,FA,2011,Combine,6-2,245,31.50,10.38,4.59,80.0,4.51,19.2,7.29,24.1,33.5,45.8,111.0,13.9,20.0,48.7
Luke Willson,SEA,2013,Pro Day,6-5,251,32.25,9.38,4.51,90.2,4.29,73.6,7.08,62.6,38.0,93.0,122.0,82.3,23.0,70.8
Caleb Wilson,FA,2019,Combine,6-4,240,33.00,9.75,4.56,84.0,4.40,43.5,7.20,36.4,29.0,6.1,113.0,26.8,,-
Travis Wilson,FA,2006,Combine,6-7,258,,,4.47,97.3,4.03,99.0,,-,36.5,81.8,120.0,71.8,,-
Kellen Winslow,FA,2002,Pro Day,6-4,240,,,4.55,86.2,4.10,97.4,6.71,98.4,33.5,45.8,121.0,77.0,24.0,79.5
Jason Witten,LV,,Combine,6-6,263,,,4.65,68.0,,-,,-,31.0,18.7,,-,25.0,86.2
Charlie Woerner,SF,2020,Combine,6-4,244,31.13,10.00,4.78,31.6,4.46,32.6,7.18,40.1,34.5,57.0,120.0,71.8,21.0,58.5
Dom Wood-Anderson,FA,2020,Combine,6-3,261,33.13,9.75,4.92,8.9,,-,,-,35.0,64.0,119.0,67.0,0.0,0.0
Tim Wright,FA,2013,Pro Day,6-4,242,,,4.65,68.0,4.47,28.0,7.27,26.2,36.0,76.2,118.0,60.3,19.0,40.5
