,,Evaluation,,Measurements,,,,Time Drills,,,,,,Jumps,,,,,
Sam Montgomery,FA,2013,Combine,6-3,260,,,4.81,57.9,4.51,33.0,7.18,71.2,34.5,72.1,114.0,44.7,,-
Damontre Moore,SEA,2013,Combine,6-4,260,34.75,10.25,4.95,24.7,,-,,-,35.5,80.2,122.0,83.5,12.0,0.0
Zach Moore,FA,2014,Combine,6-6,275,,,4.84,47.8,4.46,42.8,7.41,32.9,33.5,63.6,123.0,86.7,23.0,37.7
Avery Moss,FA,2017,Combine,6-3,266,34.50,10.38,4.79,62.5,4.43,51.2,7.25,56.8,32.5,50.4,114.0,44.7,14.0,0.4
Al-Quadin Muhammad,IND,2017,Combine,6-4,250,33.25,9.38,4.88,39.1,4.47,41.4,7.25,56.8,30.5,24.4,117.0,61.2,22.0,30.8
Larrell Murchison,TEN,2020,Combine,6-2,297,32.63,10.00,5.05,11.0,4.51,33.0,7.89,5.4,29.0,12.8,118.0,67.5,29.0,82.2
Trent Murphy,BUF,2014,Combine,6-6,260,,,4.86,45.5,4.20,91.2,6.78,99.1,35.5,80.2,118.0,67.5,19.0,10.9
Giorgio Newberry,FA,2016,Combine,6-6,295,34.00,9.50,4.94,27.1,4.78,5.6,7.53,18.5,30.0,20.5,114.0,44.7,20.0,15.0
Jonathan Newsome,FA,2014,Combine,6-3,247,,,4.73,73.6,4.63,18.1,7.31,45.5,34.0,66.7,117.0,61.2,21.0,23.1
Yannick Ngakoue,MIN,2016,Combine,6-2,246,32.50,9.50,4.75,69.2,4.50,35.8,7.35,39.6,34.5,72.1,118.0,67.5,26.0,61.1
Dadi Nicolas,FA,2016,Combine,6-3,251,34.75,10.38,4.74,71.6,4.38,62.8,7.04,85.6,41.0,98.8,116.0,54.5,14.0,0.4
Rob Ninkovich,FA,2009,Combine,6-2,260,,,4.91,33.4,4.18,94.0,6.96,91.4,34.5,72.1,116.0,54.5,23.0,37.7
Robert Nkemdiche,FA,2016,Combine,6-4,314,33.88,10.75,4.87,41.8,,-,,-,35.0,76.7,116.0,54.5,28.0,75.7
Rakeem Nunez-Roches,TB,2015,Combine,6-2,307,,,5.02,14.4,4.69,13.5,7.67,10.8,34.0,66.7,114.0,44.7,26.0,61.1
Noble Nwachukwu,FA,2017,Pro Day,6-1,268,33.13,9.00,,-,,-,7.27,51.8,31.5,36.0,,-,,-
Uchenna Nwosu,LAC,2018,Combine,6-2,251,33.67,9.00,4.65,84.3,,-,,-,32.0,43.8,119.0,72.9,20.0,15.0
Shawn Oakman,FA,2016,Combine,6-8,287,35.75,10.68,4.96,23.7,4.56,25.6,7.53,18.5,32.0,43.8,123.0,86.7,23.0,37.7
Ifeadi Odenigbo,MIN,2017,Combine,6-3,258,32.63,10.50,4.72,75.3,4.40,56.7,7.26,54.1,31.5,36.0,128.0,96.5,25.0,52.2
Owamagbe Odighizuwa,FA,2015,Combine,6-4,264,,,4.62,89.6,4.19,92.6,7.36,38.3,39.0,96.1,127.0,95.7,25.0,52.2
Emmanuel Ogbah,MIA,2016,Combine,6-4,275,35.50,10.00,4.63,87.6,4.50,35.8,7.26,54.1,35.5,80.2,121.0,80.8,20.0,15.0
Alex Okafor,KC,2013,Combine,6-4,261,,,4.78,64.2,,-,,-,,-,,-,21.0,23.1
Romeo Okwara,DET,2016,Combine,6-4,274,34.13,10.13,4.90,34.8,4.53,28.8,7.38,36.5,33.0,56.6,120.0,76.9,23.0,37.7
Julian Okwara,DET,2020,Combine,6-4,252,34.38,10.25,,-,,-,,-,,-,,-,27.0,70.9
Charles Omenihu,HOU,2019,Combine,6-5,280,36.00,9.38,4.92,29.8,4.36,71.2,7.48,23.4,36.5,87.6,115.0,51.0,,-
Nate Orchard,WAS,2015,Combine,6-3,251,,,4.80,59.9,4.43,51.2,7.28,50.5,31.5,36.0,115.0,51.0,,-
Montese Overton,FA,2016,Combine,6-2,226,32.75,9.50,4.61,91.0,4.47,41.4,7.15,74.3,34.0,66.7,123.0,86.7,18.0,6.9
Cheta Ozougwu,FA,2011,Combine,6-2,255,,,4.84,47.8,4.31,79.1,7.06,83.8,34.5,72.1,119.0,72.9,26.0,61.1
Jeoffrey Pagan,FA,2014,Combine,6-3,310,,,4.92,29.8,,-,,-,,-,,-,,-
Donte Paige-Moss,FA,2012,Combine,6-3,268,,,4.67,81.6,,-,,-,,-,,-,26.0,61.1
D.J. Pettway,FA,2016,Combine,6-2,270,32.25,9.50,4.99,18.4,4.69,13.5,7.74,7.7,28.0,8.5,108.0,14.5,17.0,3.2
Jordan Phillips,ARI,2015,Combine,6-6,341,,,5.17,4.3,4.68,15.3,7.88,5.9,30.0,20.5,105.0,7.1,28.0,75.7
Darius Philon,FA,2015,Combine,6-1,286,,,5.00,16.1,,-,8.00,2.3,31.0,29.1,107.0,12.2,26.0,61.1
Myron Pryor,FA,,Combine,6-1,310,,,5.03,13.7,4.75,9.8,8.16,0.9,30.0,20.5,107.0,12.2,,-
Wyatt Ray,FA,2019,Combine,6-3,257,32.50,9.38,4.83,51.2,4.31,79.1,7.34,40.5,34.0,66.7,118.0,67.5,25.0,52.2
Cedric Reed,FA,2015,Combine,6-5,269,,,4.89,36.8,,-,,-,,-,,-,22.0,30.8
D'Aundre Reed,FA,2011,Combine,6-4,258,,,4.84,47.8,4.32,76.3,7.24,59.9,35.5,80.2,119.0,72.9,30.0,85.8
Kendall Reyes,FA,,Combine,6-4,300,,,4.82,55.5,4.53,28.8,7.43,30.6,34.5,72.1,113.0,38.0,36.0,98.8
Chauncey Rivers,FA,2020,Combine,6-2,262,32.88,9.75,4.97,21.7,4.70,12.1,7.33,42.8,30.5,24.4,106.0,9.4,20.0,15.0
Alton Robinson,SEA,2020,Combine,6-3,259,32.38,9.25,4.69,78.9,4.32,76.3,7.32,43.7,35.5,80.2,119.0,72.9,25.0,52.2
Brian Robison,FA,2007,Combine,6-3,259,,,4.67,81.6,4.26,84.7,6.89,95.0,40.5,98.1,121.0,80.8,27.0,70.9
Isaac Rochell,LAC,2017,Combine,6-4,280,32.75,9.75,4.89,36.8,,-,,-,31.5,36.0,114.0,44.7,25.0,52.2
Olubunmi Rotimi,FA,2018,Combine,6-4,273,34.88,9.75,,-,4.70,12.1,7.46,25.7,32.0,43.8,113.0,38.0,21.0,23.1
Brett Roy,FA,,Combine,6-3,280,,,5.00,16.1,4.62,19.1,7.31,45.5,30.5,24.4,108.0,14.5,32.0,91.9
Frostee Rucker,FA,2006,Combine,6-3,261,,,4.88,39.1,,-,,-,29.5,15.9,110.0,23.9,,-
Ryan Russell,FA,2015,Combine,6-5,275,,,4.75,69.2,4.47,41.4,7.25,56.8,32.5,50.4,119.0,72.9,25.0,52.2
Michael Sam,FA,2014,Combine,6-2,261,,,4.91,33.4,4.70,12.1,7.80,6.8,25.5,1.2,114.0,44.7,17.0,3.2
George Selvie,FA,2010,Combine,6-4,270,34.50,9.38,4.93,28.1,4.63,18.1,7.48,23.4,30.5,24.4,109.0,20.0,24.0,43.3
Matt Shaughnessy,FA,,Combine,6-5,285,,,4.95,24.7,4.88,1.4,7.68,9.9,30.5,24.4,112.0,33.3,24.0,43.3
Jabaal Sheard,FA,2011,Combine,6-3,265,,,4.68,80.6,,-,,-,31.0,29.1,115.0,51.0,,-
Derrick Shelby,FA,2012,Combine,6-2,280,,,4.87,41.8,4.50,35.8,7.09,79.3,35.5,80.2,116.0,54.5,26.0,61.1
Qaadir Sheppard,FA,2020,Combine,6-3,261,32.75,10.00,4.83,51.2,,-,,-,31.5,36.0,115.0,51.0,28.0,75.7
Deon Simon,FA,2015,Combine,6-4,332,,,5.12,6.7,4.76,9.3,7.92,4.5,29.5,15.9,105.0,7.1,35.0,96.4
Will Smith,FA,2004,Pro Day,6-3,282,,,4.60,92.0,,-,7.42,32.0,38.5,94.2,117.0,61.2,30.0,85.8
Chris Smith,LV,2014,Combine,6-1,266,,,4.66,83.6,4.46,42.8,7.55,17.1,37.0,90.7,121.0,80.8,28.0,75.7
Jacquies Smith,FA,2012,Combine,6-2,260,,,4.75,69.2,4.31,79.1,7.25,56.8,31.5,36.0,110.0,23.9,21.0,23.1
Quanterus Smith,FA,2013,Combine,6-5,255,,,4.74,71.6,,-,,-,,-,,-,,-
James Smith-Williams,WAS,2020,Combine,6-4,265,33.75,9.25,4.60,92.0,4.52,32.1,7.35,39.6,32.0,43.8,123.0,86.7,28.0,75.7
Dawuane Smoot,JAX,2017,Combine,6-3,264,33.25,9.25,4.77,66.2,4.39,59.5,7.18,71.2,29.5,15.9,117.0,61.2,,-
Kristjan Sokoli,FA,,Pro Day,6-5,300,,,4.84,47.8,4.36,71.2,7.25,56.8,38.0,93.8,119.0,72.9,31.0,88.7
Breeland Speaks,FA,2018,Combine,6-3,285,33.75,9.88,4.87,41.8,4.75,9.8,110.00,0.0,32.5,50.4,110.0,23.9,,-
Marcus Spears,FA,2005,Combine,6-4,315,,,5.05,11.0,,-,,-,,-,,-,,-
Noah Spence,NO,2016,Combine,6-2,251,33.00,10.75,4.80,59.9,4.35,73.5,7.21,64.9,35.0,76.7,121.0,80.8,25.0,52.2
Anthony Spencer,FA,2007,Combine,6-3,262,,,4.70,77.6,4.43,51.2,7.14,76.1,32.5,50.4,112.0,33.3,30.0,85.8
Jimmy Staten,FA,2014,Pro Day,6-4,304,,,,-,,-,,-,27.0,5.4,94.0,1.2,30.0,85.8
Ed Stinson,FA,2014,Combine,6-3,287,,,4.98,19.4,,-,,-,,-,,-,,-
Jason Strowbridge,MIA,2020,Combine,6-4,275,32.38,10.13,4.89,36.8,4.37,65.6,7.45,27.9,31.0,29.1,113.0,38.0,26.0,61.1
Terrell Suggs,FA,,Combine,6-3,265,,,4.84,47.8,,-,,-,,-,,-,,-
Ndamukong Suh,TB,,Combine,6-4,313,33.50,10.25,5.03,13.7,4.44,47.0,7.21,64.9,35.5,80.2,105.0,7.1,32.0,91.9
Maurice Swain,FA,2017,Pro Day,6-5,329,,,5.22,3.0,,-,,-,24.0,0.0,84.0,0.4,27.0,70.9
Josh Sweat,PHI,2018,Combine,6-5,251,34.67,10.25,4.53,97.0,4.28,83.3,,-,39.5,96.9,124.0,90.6,,-
Montez Sweat,WAS,2019,Combine,6-6,262,35.75,10.50,4.41,99.7,4.29,81.9,7.00,89.2,36.0,84.1,125.0,93.7,21.0,23.1
Darryl Tapp,FA,2006,Combine,6-1,270,,,4.83,51.2,4.48,39.5,7.31,45.5,33.0,56.6,109.0,20.0,27.0,70.9
Charles Tapper,FA,2016,Combine,6-3,270,34.38,11.50,4.59,93.6,,-,,-,34.0,66.7,119.0,72.9,23.0,37.7
Devin Taylor,FA,2013,Combine,6-7,275,,,4.72,75.3,4.30,81.4,6.89,95.0,35.0,76.7,128.0,96.5,14.0,0.4
Chad Thomas,FA,2018,Combine,6-5,278,33.50,10.25,4.92,29.8,,-,,-,29.0,12.8,116.0,54.5,,-
Cam Thomas,FA,,Combine,6-4,330,,,5.16,4.7,4.78,5.6,7.68,9.9,29.0,12.8,102.0,4.3,31.0,88.7
Casey Toohill,PHI,2020,Combine,6-4,250,33.50,9.50,4.62,89.6,4.21,88.8,7.08,80.2,39.0,96.1,126.0,95.3,17.0,3.2
Justin Tuck,FA,2005,Pro Day,6-5,265,,,4.71,76.6,4.29,81.9,7.33,42.8,37.5,91.9,118.0,67.5,24.0,43.3
Stephon Tuitt,PIT,,Combine,6-6,303,,,4.92,29.8,,-,,-,,-,,-,31.0,88.7
Kemoko Turay,IND,2018,Combine,6-5,253,33.38,9.68,4.65,84.3,,-,,-,,-,,-,,-
DeAngelo Tyson,FA,,Combine,6-2,315,,,5.00,16.1,,-,,-,,-,,-,,-
George Uko,FA,,Combine,6-3,284,,,4.99,18.4,,-,,-,29.5,15.9,110.0,23.9,18.0,6.9
Courtney Upshaw,FA,2012,Combine,6-2,272,,,4.74,71.6,,-,,-,,-,,-,22.0,30.8
Brent Urban,CHI,2014,Combine,6-7,300,,,4.98,19.4,,-,,-,,-,,-,,-
Max Valles,FA,2015,Combine,6-4,250,,,4.83,51.2,4.37,65.6,7.59,14.0,36.5,87.6,121.0,80.8,,-
Corey Vereen,FA,2017,Pro Day,6-2,249,,,,-,,-,7.56,16.2,28.5,10.9,,-,26.0,61.1
Olivier Vernon,CLE,2012,Combine,6-2,262,,,4.73,73.6,4.50,35.8,7.39,35.1,34.5,72.1,122.0,83.5,31.0,88.7
Vance Walker,FA,,Combine,6-2,305,,,5.32,1.0,,-,,-,33.0,56.6,,-,29.0,82.2
Derek Walker,FA,,Combine,6-4,270,,,4.98,19.4,4.41,55.3,7.31,45.5,37.5,91.9,115.0,51.0,24.0,43.3
DeMarcus Walker,DEN,2017,Pro Day,6-4,280,,,4.76,66.9,,-,,-,,-,97.0,2.0,20.0,15.0
Leterrius Walton,FA,2015,Combine,6-5,305,,,5.25,2.0,4.78,5.6,7.91,5.0,27.0,5.4,103.0,5.9,25.0,52.2
Lorenzo Washington,FA,,Combine,6-4,291,,,5.21,3.3,4.68,15.3,7.40,33.3,30.0,20.5,107.0,12.2,25.0,52.2
Carlos Watkins,HOU,2017,Pro Day,6-3,297,34.63,10.38,4.49,99.3,,-,,-,28.0,8.5,108.0,14.5,,-
Dekoda Watson,SF,2010,Combine,6-2,245,,,4.55,96.3,4.11,98.6,7.06,83.8,40.0,97.3,134.0,99.6,24.0,43.3
J.J. Watt,HOU,2011,Combine,6-5,288,,,4.81,57.9,4.21,88.8,6.88,96.8,37.0,90.7,120.0,76.9,34.0,96.0
Stephen Weatherly,CAR,2016,Combine,6-5,265,34.50,10.50,4.61,91.0,,-,,-,31.0,29.1,117.0,61.2,23.0,37.7
Larry Webster,FA,2014,Combine,6-6,275,33.50,10.13,4.58,95.0,4.44,47.0,7.29,49.5,36.5,87.6,123.0,86.7,17.0,3.2
Bjoern Werner,FA,2013,Combine,6-3,255,,,4.83,51.2,4.40,56.7,7.30,48.2,31.0,29.1,111.0,29.0,25.0,52.2
Ethan Westbrooks,FA,2014,Combine,6-4,287,,,4.90,34.8,4.67,16.3,7.30,48.2,29.0,12.8,110.0,23.9,19.0,10.9
Muhammad Wilkerson,FA,,Combine,6-4,315,,,4.96,23.7,4.59,21.9,7.31,45.5,26.0,2.3,106.0,9.4,27.0,70.9
Christian Wilkins,MIA,2019,Combine,6-4,315,32.50,9.75,5.04,12.4,4.55,27.9,,-,29.5,15.9,107.0,12.2,28.0,75.7
Kenny Willekes,MIN,2020,Combine,6-3,264,31.25,9.50,4.87,41.8,,-,7.39,35.1,32.5,50.4,119.0,72.9,32.0,91.9
Mario Williams,FA,2006,Combine,6-6,300,,,4.70,77.6,4.36,71.2,7.19,68.9,40.5,98.1,120.0,76.9,35.0,96.4
Leonard Williams,NYG,2015,Combine,6-5,302,,,4.97,21.7,4.53,28.8,7.59,14.0,29.5,15.9,106.0,9.4,,-
Quinnen Williams,NYJ,2019,Combine,6-3,303,33.25,9.63,4.83,51.2,,-,,-,30.5,24.4,112.0,33.3,,-
C.J. Wilson,FA,2010,Combine,6-3,290,,,4.83,51.2,4.77,8.4,,-,33.0,56.6,116.0,54.5,32.0,91.9
Kamerion Wimbley,FA,2006,Combine,6-4,258,,,4.61,91.0,4.48,39.5,6.97,90.5,38.5,94.2,129.0,98.4,24.0,43.3
Anthony Winbush,FA,,Combine,6-1,240,,,,-,,-,,-,,-,110.0,23.9,25.0,52.2
Billy Winn,FA,2012,Combine,6-4,300,,,4.86,45.5,4.44,47.0,7.37,37.4,27.0,5.4,107.0,12.2,24.0,43.3
Chase Winovich,NE,2019,Combine,6-3,250,32.75,10.00,4.59,93.6,4.11,98.6,6.94,91.9,30.5,24.4,116.0,54.5,18.0,6.9
Daniel Wise,FA,2019,Combine,6-3,279,33.00,10.00,5.28,1.3,4.37,65.6,7.53,18.5,27.5,7.4,112.0,33.3,22.0,30.8
Deatrich Wise,NE,2017,Combine,6-5,275,35.63,10.50,4.92,29.8,,-,,-,33.0,56.6,124.0,90.6,22.0,30.8
Derek Wolfe,BAL,,Combine,6-5,285,,,4.93,28.1,4.44,47.0,7.26,54.1,33.5,63.6,108.0,14.5,33.0,94.7
D.J. Wonnum,MIN,2020,Combine,6-5,258,34.13,10.50,4.73,73.6,4.44,47.0,7.25,56.8,34.5,72.1,123.0,86.7,20.0,15.0
Corey Wootton,FA,2011,Combine,6-6,284,,,4.92,29.8,,-,,-,,-,,-,20.0,15.0
Chris Wormley,PIT,2017,Combine,6-5,300,34.13,10.50,,-,,-,,-,,-,,-,23.0,37.7
Kerry Wynn,FA,2014,Combine,6-5,261,31.75,9.13,4.97,21.7,,-,,-,34.0,66.7,113.0,38.0,31.0,88.7
Chase Young,WAS,2020,Combine,6-5,264,33.75,10.00,,-,,-,,-,,-,,-,,-
Anthony Zettel,FA,2016,Combine,6-4,275,31.00,10.00,4.81,57.9,4.39,59.5,7.63,13.1,30.5,24.4,109.0,20.0,28.0,75.7
Jabari Zuniga,NYJ,2020,Combine,6-3,264,32.88,10.38,4.64,86.3,,-,,-,33.0,56.6,127.0,95.7,29.0,82.2
