,,Evaluation,,Measurements,,,,Time Drills,,,,,,Jumps,,,,,
Kevin King,GB,2017,Combine,6-3,200,32.00,9.50,4.43,71.5,3.89,98.0,6.56,96.9,39.5,86.1,,-,11.0,16.2
Akeem King,FA,,Pro Day,6-1,215,,,4.41,80.2,4.38,7.2,7.08,18.4,37.5,68.0,122.0,44.3,20.0,89.8
Dre Kirkpatrick,ARI,2012,Combine,6-2,190,,,4.50,41.0,,-,,-,35.0,37.6,120.0,27.1,,-
Ashton Lampkin,FA,2017,Combine,6-0,189,31.00,9.38,4.52,32.9,,-,,-,34.5,31.4,120.0,27.1,19.0,84.1
Jeremy Lane,FA,2012,Pro Day,6-0,190,,,4.48,50.7,4.14,59.8,7.02,27.5,42.0,97.3,130.0,88.0,12.0,23.9
Marshon Lattimore,NO,2017,Combine,6-0,192,31.25,8.63,4.36,94.5,,-,,-,38.5,79.9,132.0,91.6,,-
Nevin Lawson,LV,,Combine,5-9,190,,,4.48,50.7,4.40,4.8,7.12,14.9,33.0,13.9,120.0,27.1,16.0,60.8
Justin Layne,PIT,2019,Combine,6-2,192,33.00,9.25,4.50,41.0,4.09,70.7,6.90,54.1,37.5,68.0,134.0,96.1,,-
Richard Leonard,FA,2018,Combine,5-9,189,32.25,9.25,,-,,-,,-,,-,,-,19.0,84.1
Keenan Lewis,FA,,Combine,6-1,208,,,4.47,55.4,,-,,-,33.5,18.9,123.0,51.8,19.0,84.1
Myron Lewis,FA,2010,Combine,6-2,205,,,4.42,76.0,,-,,-,37.0,62.7,126.0,72.9,10.0,8.3
Jourdan Lewis,DAL,2017,Combine,5-10,195,31.63,9.25,4.54,26.9,,-,,-,34.5,31.4,121.0,38.3,15.0,47.8
Iman Lewis-Marshall,FA,2019,Combine,6-1,207,30.38,9.50,4.53,29.8,,-,,-,,-,,-,16.0,60.8
Tony Lippett,FA,2015,Combine,6-3,192,32.75,9.88,4.61,10.7,4.13,62.7,6.92,51.0,36.0,50.6,114.0,6.9,10.0,8.3
David Long,LAR,2019,Combine,5-11,196,30.88,9.63,4.45,62.7,3.97,92.8,6.45,99.6,39.5,86.1,120.0,27.1,15.0,47.8
Cole Luke,FA,2017,Pro Day,5-11,200,,,4.60,13.1,,-,6.82,67.8,35.5,42.9,120.0,27.1,11.0,16.2
DAnton Lynn,FA,,Combine,6-0,208,,,4.71,1.6,,-,,-,31.5,5.6,111.0,3.9,17.0,67.8
Avonte Maddox,PHI,2018,Combine,5-9,184,,,4.39,84.9,4.00,88.0,6.51,97.6,37.0,62.7,125.0,67.5,13.0,29.3
Craig Mager,FA,2015,Combine,5-11,200,,,4.44,66.8,4.07,76.3,6.83,66.7,38.0,74.6,130.0,88.0,17.0,67.8
Curtis Marsh,FA,,Combine,6-1,197,,,4.42,76.0,4.07,76.3,6.87,60.8,37.5,68.0,123.0,51.8,12.0,23.9
Nick Marshall,FA,2015,Combine,6-1,206,,,4.54,26.9,4.15,54.2,6.96,37.6,37.5,68.0,124.0,60.5,12.0,23.9
Richard Marshall,FA,2006,Combine,5-11,198,,,4.42,76.0,4.16,52.6,6.65,92.2,37.0,62.7,129.0,85.2,12.0,23.9
Derrick Martin,FA,2006,Combine,5-11,189,,,4.50,41.0,3.95,94.4,6.72,84.7,40.0,89.6,127.0,77.1,17.0,67.8
Arthur Maulet,NYJ,2017,Combine,5-10,190,31.25,9.63,4.62,7.8,,-,,-,34.5,31.4,120.0,27.1,18.0,76.4
Byron Maxwell,FA,,Combine,6-1,207,33.50,9.50,4.43,71.5,,-,,-,33.0,13.9,124.0,60.5,24.0,97.1
Trumaine McBride,FA,2007,Combine,5-9,185,,,4.57,19.6,4.32,15.3,6.96,37.6,34.5,31.4,122.0,44.3,14.0,36.0
Demetrius McCray,FA,,Combine,6-2,198,,,4.54,26.9,4.32,15.3,7.17,10.2,36.0,50.6,126.0,72.9,4.0,0.3
Dexter McDonald,FA,,Pro Day,6-1,200,,,4.42,76.0,4.56,1.2,6.93,48.2,40.5,90.8,134.0,96.1,10.0,8.3
Dexter McDougle,FA,,Combine,5-10,195,,,4.47,55.4,,-,,-,,-,,-,,-
Tarvarus McFadden,FA,2018,Combine,6-2,205,,,4.67,2.9,,-,,-,38.5,79.9,121.0,38.3,,-
Leon McFadden,FA,,Combine,5-10,190,,,4.54,26.9,4.27,24.5,6.81,71.4,34.5,31.4,119.0,23.8,10.0,8.3
Leodis McKelvin,FA,2008,Combine,5-10,185,,,4.38,87.2,4.10,68.7,7.06,22.7,33.5,18.9,121.0,38.3,17.0,67.8
Gerrick McPhearson,FA,2006,Combine,5-10,196,,,4.42,76.0,,-,,-,41.5,95.9,129.0,85.2,18.0,76.4
Torry McTyer,CIN,2017,Pro Day,5-11,188,4.41,,,-,,-,6.94,43.5,33.5,18.9,106.0,1.2,10.0,8.3
Quenton Meeks,FA,2018,Combine,6-1,209,,,,-,4.23,34.1,6.72,84.7,39.0,83.7,128.0,81.6,11.0,16.2
DeQuan Menzie,FA,,Combine,5-10,195,,,4.65,3.1,,-,,-,33.0,13.9,116.0,9.9,,-
Harlan Miller,FA,2016,Combine,6-0,182,31.38,9.38,4.65,3.1,4.43,2.8,7.44,0.8,35.5,42.9,118.0,17.8,6.0,1.3
Jordan Miller,ATL,2019,Combine,6-2,190,32.88,9.63,4.49,46.7,,-,,-,37.0,62.7,125.0,67.5,6.0,1.3
Dee Milliner,FA,2013,Combine,6-0,201,,,4.37,91.1,4.32,15.3,6.95,40.0,36.0,50.6,122.0,44.3,,-
Terrance Mitchell,CLE,,Combine,5-11,191,30.13,8.50,4.63,5.2,4.00,88.0,6.57,96.5,34.0,25.4,117.0,13.6,,-
D.J. Moore,FA,,Combine,5-9,190,,,4.56,22.7,4.28,20.9,7.01,29.0,39.5,86.1,118.0,17.8,17.0,67.8
Fabian Moreau,WAS,2017,Combine,6-0,204,31.38,9.00,4.35,95.3,4.12,65.1,6.94,43.5,38.0,74.6,136.0,98.8,,-
Trayvon Mullen,LV,2019,Combine,6-2,200,31.00,9.13,4.46,59.0,,-,,-,34.5,31.4,123.0,51.8,,-
Captain Munnerlyn,FA,,Combine,5-9,195,,,4.41,80.2,4.20,43.0,7.15,12.5,37.5,68.0,121.0,38.3,19.0,84.1
Jerome Murphy,FA,,Combine,6-1,185,,,4.50,41.0,4.05,83.9,6.87,60.8,38.0,74.6,127.0,77.1,16.0,60.8
Byron Murphy,ARI,2019,Combine,5-11,190,30.13,8.88,4.55,25.6,,-,,-,36.5,57.4,120.0,27.1,14.0,36.0
Sean Murphy-Bunting,TB,2019,Combine,6-0,195,31.75,9.63,4.42,76.0,,-,,-,41.5,95.9,126.0,72.9,14.0,36.0
Jalen Myrick,FA,2017,Combine,5-11,200,31.63,8.75,4.28,100.0,4.22,36.5,7.06,22.7,37.5,68.0,124.0,60.5,13.0,29.3
Siran Neal,BUF,2018,Combine,6-0,206,,,4.56,22.7,4.28,20.9,7.00,31.4,40.5,90.8,122.0,44.3,17.0,67.8
Nick Nelson,FA,2018,Combine,5-11,200,,4.52,,-,,-,,-,,-,123.0,51.8,17.0,67.8
Steven Nelson,PIT,2015,Combine,5-11,194,30.62,9.25,4.49,46.7,4.07,76.3,6.88,58.0,34.5,31.4,115.0,8.4,19.0,84.1
Terence Newman,FA,,Combine,5-10,197,,,4.37,91.1,3.83,99.6,6.88,58.0,41.0,93.8,136.0,98.8,10.0,8.3
Parry Nickerson,GB,2018,Combine,5-10,182,,,4.32,97.4,,-,,-,,-,,-,15.0,47.8
Taurean Nixon,FA,,Pro Day,5-10,187,,,4.38,87.2,4.34,10.4,7.16,11.4,38.0,74.6,134.0,96.1,18.0,76.4
Josh Norman,BUF,,Combine,6-0,200,,,4.61,10.7,4.23,34.1,7.09,16.5,33.0,13.9,124.0,60.5,14.0,36.0
Michael Ojemudia,DEN,2020,Combine,6-1,200,32.25,8.88,4.45,62.7,4.21,39.8,6.87,60.8,36.0,50.6,122.0,44.3,0.0,0.0
Jeff Okudah,DET,2020,Combine,6-1,202,32.63,9.13,4.48,50.7,,-,,-,41.0,93.8,135.0,97.6,11.0,16.2
Isaiah Oliver,ATL,2018,Combine,6-0,210,,,4.50,41.0,,-,,-,,-,,-,,-
Amani Oruwariye,DET,2019,Combine,6-2,205,31.38,9.00,4.47,55.4,4.16,52.6,6.82,67.8,36.5,57.4,120.0,27.1,17.0,67.8
Chris Owens,FA,,Combine,5-9,179,,,4.44,66.8,4.16,52.6,6.93,48.2,34.5,31.4,110.0,2.7,14.0,36.0
Johnny Patrick,FA,,Combine,5-11,190,,,4.59,14.6,4.16,52.6,,-,32.0,8.3,110.0,2.7,13.0,29.3
Jamal Peters,FA,2019,Combine,6-2,218,32.38,9.75,4.63,5.2,,-,,-,,-,,-,,-
Garry Peters,FA,2015,Combine,6-0,201,,,4.61,10.7,4.00,88.0,6.80,76.1,32.5,11.2,119.0,23.8,7.0,2.5
Marcus Peters,BAL,2015,Combine,6-0,195,,,4.53,29.8,4.08,72.7,7.08,18.4,37.5,68.0,121.0,38.3,17.0,67.8
Kevin Peterson,ARI,2016,Combine,5-11,185,31.50,8.63,4.58,17.0,4.31,17.7,6.94,43.5,35.5,42.9,121.0,38.3,14.0,36.0
Patrick Peterson,ARI,,Combine,6-1,203,32.00,9.25,4.31,98.4,4.07,76.3,6.58,96.1,38.0,74.6,126.0,72.9,15.0,47.8
Darius Phillips,CIN,2018,Combine,5-10,190,,,4.54,26.9,,-,,-,,-,,-,,-
James Pierre,PIT,2020,Combine,6-0,183,31.25,8.50,4.59,14.6,,-,7.02,27.5,33.5,18.9,123.0,51.8,,-
Josh Pinkard,FA,2010,Combine,6-1,218,,,4.58,17.0,,-,,-,,-,,-,,-
Tracy Porter,FA,2008,Combine,5-11,200,,,4.37,91.1,4.07,76.3,7.20,5.9,34.0,25.4,123.0,51.8,18.0,76.4
Jerraud Powers,FA,,Combine,5-10,193,,,4.43,71.5,4.08,72.7,7.09,16.5,36.5,57.4,122.0,44.3,15.0,47.8
Shaun Prater,FA,,Combine,5-10,190,,,4.50,41.0,,-,,-,,-,,-,14.0,36.0
Jabari Price,FA,,Combine,5-11,200,,,4.45,62.7,4.30,19.3,7.04,25.1,,-,,-,16.0,60.8
Troy Pride,CAR,2020,Combine,5-11,193,30.63,9.00,4.40,83.0,4.26,27.3,6.94,43.5,35.5,42.9,119.0,23.8,13.0,29.3
Jimmy Pruitt,FA,2016,Combine,6-0,203,30.38,9.38,4.73,1.3,,-,,-,32.0,8.3,117.0,13.6,19.0,84.1
Ryan Pulley,FA,2019,Combine,5-11,209,32.75,9.25,4.61,10.7,,-,,-,31.0,3.6,111.0,3.9,11.0,16.2
Loucheiz Purifoy,FA,,Combine,6-1,188,,,4.61,10.7,,-,,-,35.5,42.9,120.0,27.1,6.0,1.3
Jalen Ramsey,LAR,2016,Combine,6-1,208,33.38,9.50,4.41,80.2,4.18,49.8,6.94,43.5,41.5,95.9,135.0,97.6,14.0,36.0
Keith Reaser,FA,,Combine,6-0,190,,,4.43,71.5,,-,,-,22.0,0.0,,-,,-
Will Redmond,GB,2016,Combine,5-11,186,30.38,9.13,4.45,62.7,,-,,-,,-,,-,,-
Greg Reid,FA,,Combine,5-8,190,,,4.46,59.0,,-,,-,,-,,-,10.0,8.3
John Reid,HOU,2020,Combine,5-10,187,30.13,9.13,4.49,46.7,3.97,92.8,6.95,40.0,36.5,57.4,129.0,85.2,20.0,89.8
Darrelle Revis,FA,2007,Combine,5-11,198,,,4.38,87.2,,-,,-,,-,,-,16.0,60.8
Rashaad Reynolds,FA,,Combine,5-11,187,,,4.51,38.1,4.00,88.0,6.72,84.7,37.5,68.0,123.0,51.8,20.0,89.8
Xavier Rhodes,IND,,Combine,6-1,218,33.75,9.00,4.43,71.5,,-,,-,40.5,90.8,132.0,91.6,14.0,36.0
Marcus Rios,FA,2017,Combine,5-11,181,33.00,,4.49,46.7,,-,7.22,4.3,,-,120.0,27.1,18.0,76.4
Marcus Roberson,FA,,Combine,6-0,191,,,4.61,10.7,4.08,72.7,6.94,43.5,37.5,68.0,120.0,27.1,8.0,4.1
Amik Robertson,LV,2020,Combine,5-8,187,30.25,9.00,,-,,-,,-,,-,,-,,-
Nickell Robey-Coleman,PHI,2013,Combine,5-8,180,,,4.53,29.8,4.09,70.7,6.74,83.1,37.5,68.0,127.0,77.1,10.0,8.3
Patrick Robinson,NO,,Combine,5-11,191,,,4.46,59.0,,-,6.78,78.0,39.0,83.7,124.0,60.5,8.0,4.1
Rashard Robinson,FA,2016,Combine,6-2,182,32.25,9.00,4.49,46.7,,-,,-,35.5,42.9,121.0,38.3,,-
Bradley Roby,HOU,2014,Combine,5-11,194,,,4.39,84.9,4.04,84.3,6.74,83.1,38.5,79.9,124.0,60.5,17.0,67.8
Dominique Rodgers-Cromartie,FA,2008,Pro Day,6-2,205,,,,-,4.14,59.8,6.63,93.3,37.5,68.0,131.0,90.1,,-
Carlos Rogers,FA,2005,Combine,6-0,195,,,4.44,66.8,3.82,100.0,6.48,99.2,40.5,90.8,126.0,72.9,15.0,47.8
Justin Rogers,FA,,Combine,5-11,180,,,4.45,62.7,4.20,43.0,7.21,5.1,33.0,13.9,114.0,6.9,14.0,36.0
Quinten Rollins,FA,2015,Combine,5-11,195,,,4.57,19.6,4.28,20.9,7.10,15.7,36.5,57.4,122.0,44.3,14.0,36.0
Aaron Ross,FA,2007,Combine,6-1,190,,,4.44,66.8,4.15,54.2,6.67,91.0,34.0,25.4,118.0,17.8,17.0,67.8
KeiVarae Russell,FA,2016,Combine,5-11,196,31.67,10.00,4.49,46.7,,-,,-,,-,,-,17.0,67.8
Stanford Samuels,FA,2020,Combine,6-1,187,31.75,10.13,4.65,3.1,,-,,-,,-,,-,,-
Zack Sanchez,FA,2016,Combine,5-11,185,31.38,9.38,4.50,41.0,,-,,-,35.5,42.9,116.0,9.9,19.0,84.1
Lydell Sargeant,FA,,Combine,5-9,190,,,4.48,50.7,4.21,39.8,7.00,31.4,35.0,37.6,117.0,13.6,15.0,47.8
Orlando Scandrick,FA,2008,Combine,5-10,196,,,4.32,97.4,,-,6.83,66.7,,-,125.0,67.5,,-
Josiah Scott,JAX,2020,Combine,5-9,185,29.38,8.75,4.42,76.0,,-,,-,,-,,-,17.0,67.8
Coty Sensabaugh,FA,,Combine,5-11,187,,,4.33,96.6,4.06,81.5,6.60,95.3,37.0,62.7,122.0,44.3,15.0,47.8
Kevon Seymour,FA,2016,Combine,6-0,185,30.75,9.00,4.39,84.9,4.18,49.8,,-,35.0,37.6,124.0,60.5,12.0,23.9
Glenn Sharpe,FA,2008,Combine,6-0,184,,,4.52,32.9,,-,,-,37.0,62.7,,-,15.0,47.8
Kendall Sheffield,ATL,2019,Combine,5-10,212,31.50,9.25,,-,,-,,-,,-,,-,,-
Sojourn Shelton,FA,2017,Combine,5-9,177,31.00,8.38,4.51,38.1,4.02,85.9,6.92,51.0,35.0,37.6,120.0,27.1,10.0,8.3
JaCorey Shepherd,FA,2015,Combine,5-11,199,,,4.62,7.8,,-,,-,,-,,-,14.0,36.0
Richard Sherman,SF,,Combine,6-3,195,32.00,9.75,4.56,22.7,4.33,12.9,6.82,67.8,38.0,74.6,125.0,67.5,16.0,60.8
Tharold Simon,FA,,Combine,6-3,202,32.75,8.75,4.51,38.1,,-,,-,34.0,25.4,128.0,81.6,9.0,5.7
LeShaun Sims,CIN,2016,Combine,6-0,203,31.67,8.13,4.53,29.8,4.19,47.0,7.08,18.4,37.0,62.7,120.0,27.1,11.0,16.2
David Sims,FA,2011,Combine,5-10,207,,,4.50,41.0,4.28,20.9,,-,37.5,68.0,120.0,27.1,24.0,97.1
Buster Skrine,CHI,,Combine,5-9,187,,,4.37,91.1,3.90,97.2,6.44,100.0,37.0,62.7,122.0,44.3,20.0,89.8
Darius Slay,PHI,,Combine,6-0,190,,,192.00,0.0,4.21,39.8,6.90,54.1,35.5,42.9,124.0,60.5,14.0,36.0
Tye Smith,TEN,2015,Combine,6-0,195,,,4.60,13.1,3.96,94.0,6.97,34.9,36.5,57.4,124.0,60.5,15.0,47.8
Saivion Smith,DAL,2019,Combine,6-1,199,33.25,9.50,,-,4.37,8.0,7.09,16.5,33.0,13.9,121.0,38.3,11.0,16.2
Sean Smith,FA,,Combine,6-3,218,,,4.47,55.4,4.15,54.2,6.92,51.0,34.0,25.4,119.0,23.8,10.0,8.3
Keith Smith,FA,,Combine,5-11,182,32.63,9.63,,-,,-,,-,,-,,-,,-
Jimmy Smith,BAL,2011,Combine,6-2,210,,,4.42,76.0,4.06,81.5,6.93,48.2,36.0,50.6,123.0,51.8,24.0,97.1
D'Joun Smith,FA,2015,Combine,5-11,193,,,4.37,91.1,4.26,27.3,6.96,37.6,36.0,50.6,124.0,60.5,18.0,76.4
Ryan Smith,TB,2016,Combine,5-11,189,30.50,8.88,4.47,55.4,4.09,70.7,6.88,58.0,36.0,50.6,122.0,44.3,18.0,76.4
L'Jarius Sneed,KC,2020,Combine,6-1,193,31.38,8.88,4.37,91.1,,-,,-,41.0,93.8,131.0,90.1,12.0,23.9
M.J. Stewart,CLE,2018,Combine,5-11,200,,,4.54,26.9,4.28,20.9,6.90,54.1,35.0,37.6,118.0,17.8,18.0,76.4
Channing Stribling,FA,2017,Combine,6-2,188,31.50,8.50,4.60,13.1,4.56,1.2,6.94,43.5,31.5,5.6,114.0,6.9,5.0,1.0
Greg Stroman,WAS,2018,Combine,5-11,180,,,4.48,50.7,4.45,2.4,,-,33.5,18.9,113.0,5.7,16.0,60.8
Chandon Sullivan,GB,2018,Combine,5-11,189,,,4.60,13.1,4.36,8.8,,-,40.5,90.8,134.0,96.1,15.0,47.8
Cameron Sutton,PIT,2017,Pro Day,5-11,188,30.00,8.35,,-,,-,7.09,16.5,,-,,-,,-
Damian Swann,FA,2015,Combine,6-0,189,,,4.50,41.0,,-,,-,33.0,13.9,118.0,17.8,,-
Daxton Swanson,FA,,Combine,5-11,191,,,4.56,22.7,,-,,-,33.0,13.9,122.0,44.3,15.0,47.8
Rod Sweeting,FA,,Combine,6-0,187,,,4.42,76.0,,-,,-,37.0,62.7,124.0,60.5,11.0,16.2
Teez Tabor,FA,,Combine,6-0,201,,,4.62,7.8,,-,,-,31.0,3.6,120.0,27.1,9.0,5.7
Aqib Talib,FA,2008,Combine,6-1,209,,,4.44,66.8,4.22,36.5,6.82,67.8,38.0,74.6,131.0,90.1,10.0,8.3
Cordrea Tankersley,FA,2017,Combine,6-1,200,32.25,9.13,4.40,83.0,4.32,15.3,7.00,31.4,29.5,0.9,121.0,38.3,13.0,29.3
Jamar Taylor,SF,,Combine,5-11,192,,,4.39,84.9,4.06,81.5,6.82,67.8,35.0,37.6,127.0,77.1,22.0,94.9
Tabor Teez,FA,2017,Combine,6-0,199,32.00,8.68,4.62,7.8,,-,,-,31.0,3.6,120.0,27.1,9.0,5.7
Marvell Tell,IND,2019,Combine,6-2,198,33.13,9.75,,-,4.01,87.1,6.63,93.3,42.0,97.3,136.0,98.8,,-
A.J. Terrell,ATL,2020,Combine,6-1,195,31.25,9.00,4.42,76.0,,-,,-,34.5,31.4,129.0,85.2,15.0,47.8
Steven Terrell,FA,2013,Pro Day,5-10,197,,,4.34,96.1,4.22,36.5,6.84,65.9,38.5,79.9,130.0,88.0,16.0,60.8
Dwayne Thomas,FA,2017,Pro Day,6-0,195,31.50,9.88,4.59,14.6,,-,7.19,7.5,33.5,18.9,96.0,0.3,18.0,76.4
Jemea Thomas,FA,,Combine,5-10,195,,,4.52,32.9,,-,,-,37.0,62.7,125.0,67.5,19.0,84.1
Terrell Thomas,FA,2008,Pro Day,6-1,202,,,4.52,32.9,4.24,32.5,7.07,20.4,36.0,50.6,,-,,-
Josh Thomas,FA,,Combine,5-11,185,,,4.46,59.0,4.15,54.2,6.99,32.9,38.5,79.9,126.0,72.9,13.0,29.3
Derrek Thomas,FA,2019,Combine,6-3,189,33.75,10.00,4.44,66.8,,-,,-,39.5,86.1,131.0,90.1,8.0,4.1
Stantley Thomas-Oliver,CAR,2020,Combine,6-0,190,31.13,9.63,4.48,50.7,,-,,-,34.0,25.4,127.0,77.1,,-
Jack Tocho,FA,2017,Combine,6-0,202,31.63,9.38,4.54,26.9,,-,,-,35.0,37.6,121.0,38.3,21.0,93.6
Henre' Toliver,FA,2018,Combine,6-0,190,,,4.63,5.2,4.15,54.2,7.01,29.0,32.5,11.2,117.0,13.6,6.0,1.3
Kevin Toliver,DEN,2018,Combine,6-2,199,,,,-,,-,,-,33.0,13.9,120.0,27.1,10.0,8.3
Devon Torrence,FA,,Combine,6-0,190,,,4.68,2.3,4.09,70.7,6.95,40.0,33.0,13.9,111.0,3.9,,-
Desmond Trufant,DET,,Combine,6-0,190,31.25,8.63,4.38,87.2,3.85,98.8,,-,37.5,68.0,125.0,67.5,16.0,60.8
Brock Vereen,FA,2014,Combine,5-11,202,30.00,8.25,4.47,55.4,4.07,76.3,6.90,54.1,34.0,25.4,117.0,13.6,25.0,99.0
Alterraun Verner,FA,,Combine,5-10,187,31.00,9.13,4.52,32.9,4.12,65.1,6.70,88.2,32.0,8.3,116.0,9.9,11.0,16.2
Jason Verrett,SF,,Combine,5-10,188,,,4.38,87.2,4.00,88.0,6.69,89.4,39.0,83.7,128.0,81.6,,-
Kindle Vildor,CHI,2020,Combine,5-10,191,32.25,9.63,4.44,66.8,4.28,20.9,7.14,13.7,39.5,86.1,133.0,94.6,22.0,94.9
Trevin Wade,FA,,Combine,5-10,190,,,4.52,32.9,4.00,88.0,6.87,60.8,34.5,31.4,116.0,9.9,18.0,76.4
D'Montre Wade,FA,2018,Combine,6-0,200,,,4.57,19.6,4.40,4.8,,-,335.5,99.7,120.0,27.1,15.0,47.8
Levi Wallace,BUF,2018,Combine,6-0,179,,,4.63,5.2,,-,,-,33.0,13.9,,-,,-
Cleveland Wallace III,FA,2016,Combine,5-11,188,31.75,9.50,4.68,2.3,,-,,-,35.5,42.9,123.0,51.8,,-
Denzel Ward,CLE,2018,Combine,5-11,190,,,4.32,97.4,,-,,-,39.0,83.7,136.0,98.8,16.0,60.8
Donald Washington,FA,,Combine,6-1,197,,,4.50,41.0,4.20,43.0,6.84,65.9,45.0,99.4,135.0,97.6,9.0,5.7
Todd Washington,FA,,Combine,5-11,196,,,4.57,19.6,,-,,-,,-,,-,13.0,29.3
Trae Waynes,CIN,2015,Combine,6-0,190,,,4.31,98.4,4.39,6.8,7.06,22.7,38.0,74.6,122.0,44.3,19.0,84.1
Lardarius Webb,FA,,Combine,5-10,185,,,4.35,95.3,4.10,68.7,6.77,79.6,36.5,57.4,121.0,38.3,15.0,47.8
B.W. Webb,FA,,Combine,5-11,188,30.25,9.38,4.51,38.1,3.84,99.2,6.82,67.8,40.5,90.8,132.0,91.6,14.0,36.0
Kayvon Webster,FA,,Combine,5-11,190,,,4.41,80.2,,-,,-,35.0,37.6,125.0,67.5,14.0,36.0
Ken Webster,SF,2019,Combine,5-11,201,32.00,8.88,4.43,71.5,4.14,59.8,6.85,64.3,43.0,97.9,133.0,94.6,18.0,76.4
Lavelle Westbrooks,FA,,Combine,6-0,185,,,4.63,5.2,4.27,24.5,6.98,33.7,36.0,50.6,121.0,38.3,15.0,47.8
Corey White,FA,2012,Combine,5-11,205,,,4.53,29.8,4.22,36.5,6.72,84.7,37.5,68.0,126.0,72.9,15.0,47.8
Tre'Davious White,BUF,,Combine,5-11,192,,,4.47,55.4,4.32,15.3,6.90,54.1,32.0,8.3,119.0,23.8,16.0,60.8
Marquez White,FA,2017,Combine,6-1,172,32.13,10.00,4.59,14.6,,-,,-,36.0,50.6,123.0,51.8,,-
Kevin White,FA,2015,Combine,5-10,174,,,4.63,5.2,,-,,-,35.5,42.9,121.0,38.3,18.0,76.4
D.J. White,FA,2016,Combine,5-11,193,31.50,9.25,4.49,46.7,4.33,12.9,7.18,7.8,33.0,13.9,132.0,91.6,17.0,67.8
Brandon Williams,NYG,2016,Combine,6-0,200,,,4.37,91.1,4.19,47.0,6.85,64.3,30.5,2.1,118.0,17.8,18.0,76.4
Jack Williams,FA,2008,Combine,5-9,183,,,4.43,71.5,,-,6.91,53.3,35.5,42.9,121.0,38.3,19.0,84.1
Trae Williams,FA,2008,Combine,5-10,195,,,4.51,38.1,,-,,-,29.5,0.9,110.0,2.7,,-
Greedy Williams,CLE,2019,Combine,6-2,185,31.50,9.25,4.37,91.1,,-,,-,,-,,-,,-
Marcus Williams,FA,2017,Combine,5-11,196,32.50,9.50,4.56,22.7,4.20,43.0,6.85,64.3,43.5,98.2,129.0,85.2,14.0,36.0
Tramon Williams,FA,2006,Pro Day,5-11,191,,,4.57,19.6,4.20,43.0,6.95,40.0,37.5,68.0,127.0,77.1,13.0,29.3
Steve Williams,FA,,Combine,5-10,185,,,4.42,76.0,4.10,68.7,6.89,56.5,40.5,90.8,128.0,81.6,12.0,23.9
P.J. Williams,NO,2015,Combine,6-0,196,,,4.57,19.6,4.28,20.9,7.08,18.4,40.0,89.6,132.0,91.6,12.0,23.9
Quincy Wilson,NYJ,2017,Combine,6-2,210,32.25,9.63,4.54,26.9,4.02,85.9,6.86,63.1,32.0,8.3,118.0,17.8,14.0,36.0
Howard Wilson,FA,2017,Combine,6-1,184,31.38,9.63,4.57,19.6,3.94,94.8,6.68,90.2,33.5,18.9,119.0,23.8,,-
CJ Wilson,FA,2007,Combine,6-1,195,,,4.62,7.8,4.20,43.0,6.81,71.4,37.5,68.0,127.0,77.1,,-
Julian Wilson,FA,2015,Combine,6-2,200,,,4.58,17.0,4.22,36.5,6.94,43.5,36.0,50.6,125.0,67.5,,-
Josh Wilson,FA,2007,Combine,5-9,188,,,4.39,84.9,4.43,2.8,7.07,20.4,36.5,57.4,120.0,27.1,20.0,89.8
Kyle Wilson,FA,,Combine,5-10,190,,,4.43,71.5,,-,,-,,-,,-,25.0,99.0
Ahkello Witherspoon,SF,2017,Combine,6-2,195,33.00,9.68,4.45,62.7,4.13,62.7,6.93,48.2,40.5,90.8,127.0,77.1,,-
Kahlid Wooten,FA,,Combine,5-11,212,,,4.53,29.8,4.18,49.8,6.95,40.0,33.5,18.9,117.0,13.6,17.0,67.8
Jahi Word-Daniels,FA,,Combine,6-0,194,,,4.59,14.6,,-,,-,35.5,42.9,122.0,44.3,24.0,97.1
Daryl Worley,DAL,2016,Combine,6-1,215,33.38,10.25,4.64,4.4,4.15,54.2,6.98,33.7,35.5,42.9,123.0,51.8,14.0,36.0
Blidi Wreh-Wilson,ATL,,Combine,6-1,190,,,4.53,29.8,4.12,65.1,6.97,34.9,36.0,50.6,128.0,81.6,14.0,36.0
Shareece Wright,FA,,Combine,5-11,184,,,4.41,80.2,,-,,-,34.5,31.4,113.0,5.7,16.0,60.8
Rock Ya-Sin,IND,2019,Combine,6-0,192,32.00,9.88,4.51,38.1,4.31,17.7,7.31,2.4,39.5,86.1,120.0,27.1,18.0,76.4
Isaac Yiadom,NYG,2018,Combine,6-1,190,,,4.52,32.9,4.18,49.8,,-,,-,120.0,27.1,8.0,4.1
Tavon Young,BAL,2016,Combine,5-9,185,31.00,9.00,4.46,59.0,3.93,96.8,6.80,76.1,34.5,31.4,118.0,17.8,9.0,5.7
